,date,p_(mbar),T_(degC),Tpot_(K),Tdew_(degC),rh_(%),VPmax_(mbar),VPact_(mbar),VPdef_(mbar),sh_(g/kg),H2OC_(mmol/mol),rho_(g/m**3),wv_(m/s),max._wv_(m/s),wd_(deg),rain_(mm),raining_(s),SWDR_(W/m�),PAR_(�mol/m�/s),max._PAR_(�mol/m�/s),Tlog_(degC),OT
252,2020-09-09,143256.58,2752.87,42149.37,1524.32,8896.13,3366.49,1858.63,1507.87,1168.18,1868.57,169986.18,307.17,512.98,30937.8,0.0,2530.0,31163.62,61800.14,63190.94,4234.43,61956.6
253,2020-09-10,143194.25,2358.43,41759.05,1568.93,10387.05,2714.2,1904.73,809.47,1197.73,1915.48,171437.31,216.19,375.01,16664.670000000002,1.7,5490.0,27024.22,53046.48,65778.95,3936.64,59413.5
254,2020-09-11,142752.11,2306.38,41743.97,1555.29,10624.53,2767.21,1879.75,887.48,1185.52,1896.34,171184.56,145.94,247.31,20065.51,0.0,0.0,28491.11,55659.83,60916.44,4014.45,62220.0
255,2020-09-12,142999.6,2624.94,42042.26,1642.19,9874.72,3184.02,1947.45,1236.61,1226.12,1961.01,170146.66,238.49,411.24,27030.61,0.0,0.0,24958.9,48012.85,53675.93,4092.45,62328.3
256,2020-09-13,143917.91,2698.32,42038.81,1837.14,10235.86,3264.18,2132.03,1132.05,1334.43,2133.29,170854.23,148.57,253.41,21450.99,0.0,0.0,27192.91,53855.71,57024.93,4423.38,61864.6
257,2020-09-14,143976.91,2983.38,42319.21,1971.25,9886.95,3757.12,2265.57,1491.53,1417.93,2266.12,169740.05,175.7,312.75,22899.68,0.0,0.0,28167.7,54923.6,57483.98,4721.48,63800.7
258,2020-09-15,143214.54,3068.28,42468.61,2043.54,9873.47,3864.35,2338.04,1526.25,1471.38,2350.81,168455.66,180.83,303.55,23665.05,0.0,80.0,27396.0,54376.93,56078.64,4799.92,64618.1
259,2020-09-16,142865.96,3092.57,42522.35,2001.66,9441.74,3847.41,2292.61,1554.76,1446.15,2310.79,167947.62,155.98,288.51,17321.9,0.0,0.0,25726.16,50835.23,53948.54,4898.96,64207.3
260,2020-09-17,143957.34,2183.66,41520.86,1243.89,9547.8,2506.83,1649.19,857.58,1031.19,1650.38,173197.17,527.62,805.48,6095.66,0.0,0.0,20010.23,38417.52,55797.08,3707.19,58793.0
261,2020-09-18,144057.74,1928.98,41258.08,665.0,8432.61,2309.0,1225.13,1083.81,764.09,1224.61,174621.42,261.39,428.18,17467.05,0.0,0.0,28969.75,55576.39,56943.23,3571.96,60205.1
262,2020-09-19,143242.46,1890.46,41286.65,639.86,8637.73,2320.99,1210.06,1110.94,758.99,1216.41,173828.59,185.22,305.87,15364.65,0.0,0.0,26149.98,50457.4,54726.79,3548.27,61254.0
263,2020-09-20,142752.05,2107.96,41545.08,841.09,8560.22,2548.75,1334.73,1214.09,840.4,1346.44,172259.57,249.01,400.5,15245.26,0.0,0.0,27557.16,53462.76,54749.39,3739.21,61461.7
264,2020-09-21,142562.24,2213.17,41666.35,1254.64,9724.46,2659.93,1631.63,1028.21,1029.77,1648.34,171453.0,135.33,242.24,19618.1,0.0,0.0,26087.8,51114.1,52426.6,4032.15,62093.8
265,2020-09-22,141811.6,2542.27,42060.09,1694.39,10374.55,3102.36,2000.08,1102.24,1270.39,2031.35,169054.49,232.22,382.4,25626.96,0.0,0.0,24253.16,47354.95,50527.94,4211.26,62300.3
266,2020-09-23,141143.84,2540.48,42114.77,1676.48,10260.3,2988.37,2001.99,986.36,1277.35,2042.33,168210.96,234.61,366.5,26058.63,0.0,0.0,14595.59,29687.57,39966.16,4150.46,63175.7
267,2020-09-24,140900.3,2571.55,42166.73,1402.59,8752.96,2979.84,1753.13,1226.73,1119.87,1791.75,167885.84,460.14,718.52,28883.36,0.1,790.0,20269.06,39254.51,48096.47,4036.32,60152.8
268,2020-09-25,140078.87,1804.1,41463.83,1284.13,11582.31,2103.15,1678.81,424.34,1078.52,1725.68,170045.27,309.68,528.73,30864.4,43.5,12470.0,15320.73,30751.33,42628.51,3466.19,59533.8
269,2020-09-26,139832.1,1157.37,40832.55,1105.23,14054.7,1554.36,1515.66,38.69,974.77,1560.8,172530.11,153.62,256.82,30959.52,46.4,48010.0,3065.48,7272.73,7873.17,2758.13,60518.7
270,2020-09-27,140801.47,1162.23,40756.57,919.83,12970.79,1586.81,1393.39,193.4,889.45,1424.47,173782.82,218.42,344.19,27125.74,0.1,100.0,11713.73,23555.08,28663.3,2810.6,60275.2
271,2020-09-28,141823.74,1477.43,40989.09,1018.8,11973.48,1865.0,1458.0,406.97,924.32,1480.18,173686.42,165.05,270.81,23390.93,0.0,0.0,16932.72,33513.83,37874.64,3202.01,61486.2
272,2020-09-29,142549.29,1778.24,41231.05,1214.78,11387.69,2119.8,1596.16,523.68,1007.15,1612.36,173226.17,167.28,278.38,27131.77,0.0,0.0,20952.63,41318.59,47823.85,3562.4,62073.3
273,2020-09-30,142508.53,1636.15,41092.13,1370.07,12887.63,1985.45,1722.17,263.25,1087.57,1740.48,173721.39,129.87,220.75,22122.88,0.0,0.0,12374.04,25229.24,27002.34,3323.7,64488.3
274,2020-10-01,141140.79,1819.89,41390.84,1346.53,11958.18,2189.09,1701.58,487.5,1085.05,1736.45,171308.52,231.34,363.06,26468.52,0.0,0.0,19403.43,38003.77,40858.31,3524.79,63883.2
275,2020-10-02,139986.5,2198.14,41869.17,1598.23,11246.31,2551.0,1906.86,644.1,1226.42,1961.6,168236.67,346.15,555.55,15816.9,0.0,0.0,19757.37,39118.88,44965.82,3771.91,62072.2
276,2020-10-03,139207.24,2053.71,41790.06,1678.65,12253.4,2380.96,1988.4,392.49,1286.53,2057.11,167834.76,392.35,580.7,17009.71,0.0,0.0,14177.34,28428.81,33915.42,3586.07,61484.4
277,2020-10-04,140123.7,1661.6,41316.26,876.0,10358.18,1996.81,1360.66,636.13,873.21,1398.66,170849.6,464.37,729.04,27496.36,0.0,0.0,19629.63,37973.88,49549.55,3184.61,60515.2
278,2020-10-05,140826.71,1588.06,41183.18,1017.14,11256.71,1925.3,1453.73,471.35,928.22,1486.53,171974.99,355.14,577.71,26930.38,3.4,6610.0,11359.25,22616.77,32725.75,3113.59,62004.3
279,2020-10-06,140803.06,1775.94,41374.36,1271.01,11436.78,2070.91,1637.07,433.62,1046.07,1674.29,171061.56,625.55,928.47,28196.1,0.0,2290.0,11171.64,22283.37,30287.27,3193.81,59638.1
280,2020-10-07,141689.94,1736.0,41260.05,1333.52,11999.1,2035.34,1684.84,350.4,1069.92,1712.43,172289.62,338.39,570.28,31845.18,0.6000000000000001,3210.0,9646.9,19565.99,29607.15,3247.23,59951.8
281,2020-10-08,142722.65,1811.16,41249.91,1336.3,11593.76,2119.6,1693.21,426.35,1067.62,1708.55,173240.4,612.29,923.95,30544.68,0.0,0.0,10300.92,20900.29,27222.53,3186.3,59907.8
282,2020-10-09,142739.33,1852.39,41289.71,1724.95,13617.9,2144.62,2021.88,122.68,1275.63,2039.86,172926.02,288.62,459.78,29071.83,10.6,31000.0,5419.98,11904.11,14051.2,3360.01,60029.6
283,2020-10-10,142900.38,1365.85,40788.86,1003.59,12272.63,1726.39,1462.36,264.03,920.51,1474.03,175462.72,212.22,381.04,32277.3,0.0,670.0,9634.75,19541.88,23094.91,2980.45,60518.1
284,2020-10-11,142916.5,916.64,40337.25,577.39,12435.46,1406.91,1174.47,232.4,738.38,1183.37,177583.44,193.26,335.62,29697.29,1.6,5310.0,9572.82,18932.68,29192.58,2425.58,61439.9
285,2020-10-12,142784.94,1060.25,40491.88,792.96,12868.96,1510.53,1306.47,204.07,822.45,1317.68,176729.93,199.81,359.64,29292.71,1.1,2430.0,12270.28,23897.01,34868.49,2643.71,61998.5
286,2020-10-13,142292.9,1121.99,40593.93,841.99,12708.4,1535.4,1335.74,199.7,843.82,1351.81,175822.36,202.27,331.66,18327.27,0.0,800.0,10828.87,21573.54,26873.96,2586.62,62506.1
287,2020-10-14,141798.11,1114.39,40626.45,1078.37,14159.3,1519.11,1493.41,25.6,947.15,1516.58,175159.76,310.21,621.94,34066.69,43.9,70760.0,3597.02,8136.09,9732.27,2343.86,60201.0
288,2020-10-15,142398.85,1165.68,40628.96,1165.68,14400.0,1556.66,1556.66,0.0,983.15,1574.16,175651.62,443.08,717.86,5773.15,6.7,34560.0,2099.07,4732.97,5569.43,2298.08,60388.6
289,2020-10-16,142908.77,1171.64,40593.48,1069.75,13747.66,1562.25,1487.79,74.44,936.2,1499.2,176290.68,447.85,724.74,6843.72,2.6,26220.0,6309.46,12890.11,19276.25,2313.42,60004.4
290,2020-10-17,142926.31,1052.56,40472.57,1027.68,14233.1,1475.44,1457.89,17.5,917.18,1468.84,176845.86,168.99,299.25,32536.05,1.4,10050.0,3910.63,8435.48,9514.42,2538.86,60214.3
291,2020-10-18,143164.66,1220.74,40621.82,820.08,12008.71,1602.41,1321.65,280.8,829.75,1329.31,176473.53,279.34,475.24,34783.76,0.0,0.0,8373.27,16530.29,21535.19,2631.98,60313.6
292,2020-10-19,143423.59,1185.9,40565.96,677.45,11502.14,1587.17,1237.17,349.94,775.19,1242.18,176992.88,197.25,325.41,24684.91,0.0,2300.0,8307.89,16548.63,17932.1,2694.3,61970.6
293,2020-10-20,142479.57,1203.74,40661.0,698.37,11546.09,1647.35,1261.12,386.2,795.84,1275.06,175775.52,318.9,500.06,26774.37,0.8,6160.0,11177.43,21847.55,26295.86,2541.65,61673.7
294,2020-10-21,141725.11,1940.71,41462.81,1093.28,9863.43,2256.43,1504.96,751.5,954.99,1529.04,171573.52,362.22,533.46,26774.6,0.0,180.0,5998.04,12421.33,15075.72,3166.52,61680.0
295,2020-10-22,142208.33,2383.96,41867.23,1485.88,9632.88,2736.13,1813.0,923.19,1147.4,1835.72,170183.97,467.07,663.59,28679.07,0.0,0.0,13186.07,26100.22,30663.53,3627.38,61285.1
296,2020-10-23,142004.34,2181.52,41681.22,1816.9,12247.13,2487.39,2106.99,380.36,1336.47,2136.63,170627.52,317.27,484.61,28936.6,0.1,1730.0,3878.11,8253.97,9987.86,3650.0,61994.5
297,2020-10-24,142297.36,1900.01,41374.13,1424.51,11717.57,2205.66,1761.07,444.59,1113.63,1782.14,172315.29,428.41,642.38,28624.97,0.0,0.0,13282.52,25792.99,33214.6,3374.54,61786.9
298,2020-10-25,141454.87,1832.95,41377.3,1215.96,10943.39,2137.45,1594.63,542.7,1014.07,1623.4,171646.96,463.97,684.21,27247.0,0.0,0.0,11543.27,22147.57,24188.44,3228.86,60968.5
299,2020-10-26,140888.09,1456.51,41045.78,1271.9,13236.35,1786.52,1640.72,145.8,1047.77,1677.11,172504.27,208.07,316.64,27909.17,2.0,13150.0,2476.87,5491.43,6536.46,3013.89,63569.5
300,2020-10-27,141555.71,1301.08,40834.09,830.26,11560.2,1663.37,1326.22,337.19,842.09,1349.11,174135.47,519.17,760.84,28727.9,0.0,0.0,11098.58,21635.29,30341.42,2759.03,60637.0
301,2020-10-28,141771.19,1445.03,40961.02,1039.08,11930.26,1782.28,1472.09,310.16,933.62,1495.08,173719.99,495.09,712.79,28518.2,0.8,2720.0,7339.43,14936.47,19230.09,2836.22,60729.8
302,2020-10-29,142360.47,1417.59,40885.02,916.82,11416.91,1755.76,1386.86,368.86,876.0,1403.12,174601.13,313.98,532.37,30535.98,2.4,11420.0,7756.87,15346.29,23961.69,2886.27,60180.8
303,2020-10-30,142929.17,1733.28,41154.54,1531.51,13160.5,2043.85,1853.35,190.47,1167.2,1867.18,173743.13,273.62,532.77,30311.75,6.3,34400.0,3312.41,7294.96,8379.68,3095.7,60531.1
304,2020-10-31,143306.04,1860.48,41250.96,1535.65,12427.92,2155.73,1853.51,302.06,1164.07,1862.23,173659.85,330.01,530.49,29033.0,0.0,0.0,5076.16,10617.33,12002.05,3363.56,60705.9
305,2020-11-01,142442.42,1839.28,41301.33,1639.19,13166.8,2142.86,1947.74,195.22,1231.26,1969.2,172661.26,363.41,570.98,26860.9,0.0,9360.0,4448.34,9465.45,10939.6,3221.36,61806.6
306,2020-11-02,142032.3,2580.29,42079.22,2013.83,11237.93,2969.51,2303.41,666.06,1461.6,2335.44,168949.68,694.09,1047.6,29835.7,0.0,310.0,6098.92,12718.03,16183.84,3808.99,60234.0
307,2020-11-03,143343.53,1781.26,41168.75,1033.85,10226.78,2080.33,1474.51,605.69,925.26,1481.71,174217.69,252.98,450.44,32735.09,0.0,1130.0,6754.43,13719.78,19108.99,3353.57,60557.3
308,2020-11-04,144596.34,1074.06,40360.18,552.71,11292.7,1506.04,1160.68,345.29,721.38,1156.17,178980.12,181.37,332.08,36138.54,0.0,0.0,9932.57,19227.86,25558.28,2707.31,61143.4
309,2020-11-05,145554.06,455.82,39667.54,256.56,13209.01,1140.77,1009.22,131.57,622.7,998.41,183059.16,163.42,269.39,28000.36,0.0,0.0,11095.07,21245.57,22640.78,2078.09,63660.0
310,2020-11-06,145123.37,495.15,39740.4,247.25,12954.43,1174.27,1006.06,168.14,622.75,998.47,182349.59,148.03,242.58,24639.42,0.0,0.0,12211.4,23344.22,24445.12,2148.38,64485.7
311,2020-11-07,144122.44,596.43,39920.76,177.95,12178.92,1270.23,971.98,298.26,605.78,971.44,180677.33,133.35,240.88,25596.98,0.0,0.0,12936.78,23102.35,23808.24,2242.68,64180.4
312,2020-11-08,143724.16,682.98,40038.69,327.01,12388.62,1296.75,1047.55,249.23,654.7,1049.5,179726.44,103.85,180.91,21093.33,0.0,0.0,10106.28,19885.97,20496.34,2235.4,64745.3
313,2020-11-09,143844.83,496.11,39841.93,440.06,14038.1,1142.04,1104.37,37.64,689.72,1105.6,180656.09,144.23,224.34,15766.77,0.0,0.0,10231.36,19617.19,21907.28,2089.96,68776.5
314,2020-11-10,144131.67,387.38,39710.6,293.54,13818.69,1080.17,1021.9,58.25,636.8,1020.98,181549.31,195.48,297.17,24640.27,0.0,0.0,9998.36,19166.33,20855.79,2094.27,66906.8
315,2020-11-11,143878.41,880.08,40223.47,756.55,13592.8,1375.72,1289.81,85.93,805.91,1291.16,178887.8,109.36,188.69,24600.74,0.0,0.0,2841.51,5906.57,6428.7,2487.59,68020.7
316,2020-11-12,143202.09,1028.52,40426.28,828.58,13145.21,1468.15,1327.36,140.8,833.15,1334.76,177362.7,332.79,512.19,26821.3,0.0,0.0,8136.19,15703.39,17879.45,2481.26,64027.4
317,2020-11-13,143079.57,1023.97,40431.89,788.24,12989.07,1512.62,1320.43,192.11,829.78,1329.3,177274.02,279.35,424.78,27275.64,0.0,160.0,9609.51,18644.94,20769.42,2488.92,64140.5
318,2020-11-14,142917.25,1754.01,41176.43,1304.88,11824.92,2067.79,1663.42,404.26,1047.12,1676.03,173731.27,295.21,470.38,27037.0,0.0,0.0,9840.1,19124.34,20403.16,3155.04,62824.2
319,2020-11-15,142111.3,1659.77,41148.65,991.2,10575.16,1977.24,1434.82,542.29,907.95,1454.09,173250.79,369.41,577.3,25668.24,0.0,0.0,7346.85,14319.56,16954.85,2905.87,61878.8
320,2020-11-16,142316.44,1471.21,40942.45,951.1,11330.07,1799.67,1407.64,392.05,889.21,1424.24,174305.85,598.72,888.72,29765.3,0.3,5350.0,8214.48,15714.56,20195.87,2714.28,61011.2
321,2020-11-17,143799.4,1455.55,40805.46,1019.8,11731.86,1784.96,1454.37,330.7,909.32,1456.32,176174.13,445.33,670.73,30103.7,0.0,40.0,3657.5,7737.34,8523.22,2750.87,60678.5
322,2020-11-18,143744.87,1508.26,40862.59,979.0,11287.99,1835.74,1428.41,407.35,893.24,1430.62,175895.63,336.51,487.72,28679.0,0.0,0.0,6372.59,12654.11,14439.33,2901.49,61238.1
323,2020-11-19,143030.33,1226.78,40639.1,712.18,11323.99,1611.31,1256.21,355.12,789.38,1264.88,176317.92,372.13,658.89,32094.86,1.9,4810.0,4043.92,8158.74,10736.07,2498.46,61309.5
324,2020-11-20,144755.34,471.4,39745.47,261.59,13006.95,1117.73,1004.59,113.18,623.2,999.35,181953.56,273.09,462.97,35737.2,0.3,3320.0,5903.51,11607.52,17523.01,1855.46,61118.1
325,2020-11-21,144809.38,228.65,39499.16,-284.07,11482.54,1008.55,763.38,245.24,473.17,759.08,183276.84,392.31,625.14,28054.2,0.0,0.0,7551.07,13985.44,16064.4,1740.16,62117.3
326,2020-11-22,143888.91,899.63,40242.22,424.85,11466.74,1381.22,1101.39,279.75,687.7,1102.36,178895.12,393.15,624.1899999999999,26859.4,0.0,1090.0,4209.63,8566.74,10663.39,2337.94,61622.2
327,2020-11-23,144108.76,752.39,40077.43,468.04,12673.06,1292.44,1119.51,172.9,698.04,1118.96,179824.72,218.4,381.07,31152.1,1.2000000000000002,8030.0,7274.79,14029.07,16704.71,2285.12,62173.2
328,2020-11-24,143919.3,181.6,39521.75,62.01,13614.38,981.56,915.35,66.17999999999999,571.17,916.11,182286.9,311.87,465.41,26885.8,0.0,0.0,9360.67,17013.63,17677.04,1724.66,63356.7
329,2020-11-25,143095.0,414.77,39820.14,175.67,12903.61,1100.21,962.97,137.19,604.32,969.11,180149.66,347.46,496.15,27180.4,0.0,0.0,8958.62,16444.28,17019.36,1947.75,62440.7
330,2020-11-26,143309.13,302.06,39690.22,154.12,13428.4,1040.95,957.01,83.94,599.68,961.67,180936.5,209.43,342.06,26069.06,0.0,0.0,3793.51,7776.33,8880.77,1861.67,64184.4
331,2020-11-27,143235.95,248.02,39641.85,109.82,13513.9,1009.61,932.59,76.93,584.63,937.59,181098.0,117.28,202.77,22865.56,0.0,0.0,4953.04,9745.66,10765.24,1885.67,66578.2
332,2020-11-28,143514.74,133.36,39504.97,-35.61,13293.19,942.84,865.68,77.15,541.55,868.65,181998.44,247.7,394.83,14512.68,0.0,0.0,1894.99,3994.75,4470.4800000000005,1617.17,65078.9
333,2020-11-29,143876.62,310.48,39653.71,-231.89,11013.86,1028.98,783.22,245.83,488.6,783.88,181682.48,177.21,279.19,15784.67,0.0,0.0,2843.07,5773.57,6114.53,1791.61,62367.1
334,2020-11-30,143546.2,232.09,39601.44,-292.11,11129.89,992.76,758.82,233.93,474.39,761.13,181639.64,286.06,436.85,26973.21,0.0,200.0,8226.75,15099.71,15683.7,1857.23,62989.1
335,2020-12-01,142495.72,152.63,39604.92,18.4,13473.3,950.8,889.76,60.98,560.51,899.0600000000001,180602.8,299.5,438.46,26252.1,0.9,15170.0,1901.99,4048.78,4457.75,1724.09,63477.4
336,2020-12-02,142656.58,5.2,39444.37,-116.24,13574.49,883.41,836.01,47.39,525.99,843.72,181509.98,223.94,322.27,18315.38,0.0,0.0,3154.28,6284.47,6859.01,1520.77,65456.7
337,2020-12-03,140961.15,-70.51,39503.59,-554.07,11223.12,849.67,662.4,187.26,421.73,676.87,179780.13,477.88,723.04,27343.1,0.0,0.0,2103.86,4406.51,4722.06,1380.03,62608.4
338,2020-12-04,139225.45,238.27,39955.4,-357.27,10682.73,997.59,734.29,263.29,473.38,759.47,176146.55,348.7,534.9,25978.89,0.0,0.0,4147.1900000000005,8118.78,9319.45,1697.72,63321.5
339,2020-12-05,140070.78,314.92,39963.37,-19.97,12207.26,1036.29,872.63,163.65,559.15,896.84,176805.13,206.95,352.49,27052.73,0.0,990.0,2531.58,5108.2,5945.62,1775.86,64433.6
340,2020-12-06,140135.46,232.76,39875.34,170.89,13972.3,989.94,959.21,30.73,614.71,985.68,177211.56,126.88,222.76,20900.99,0.0,0.0,2368.34,4796.48,5368.64,1823.23,66741.5
341,2020-12-07,140272.47,474.06,40107.32,249.3,12913.42,1115.92,997.76,118.06,638.91,1024.36,176290.59,365.08,560.85,25917.94,0.0,20.0,3692.45,7326.16,10388.43,1971.82,64679.0
342,2020-12-08,140874.19,430.32,40014.21,129.78,12463.27,1098.22,939.49,158.65,598.78,960.4,177279.1,174.17,269.3,18196.03,0.0,0.0,6599.11,12504.67,13504.13,1985.56,64362.3
343,2020-12-09,141386.18,295.77,39837.46,288.86,14351.3,1022.07,1018.44,3.63,646.84,1037.16,178484.58,116.57,203.31,23168.35,2.4000000000000004,20850.0,1960.45,4122.64,4632.94,1887.94,66929.7
344,2020-12-10,141238.62,289.43,39843.01,289.42,14400.0,1017.18,1017.18,0.0,646.89,1037.07,178325.87,157.92,236.03,22173.26,0.4,7600.0,937.37,2026.63,2251.14,1838.15,65310.5
345,2020-12-11,140375.56,299.81,39923.39,153.04,13409.9,1023.17,952.22,70.97,608.99,976.53,177218.16,330.75,503.73,26273.59,0.0,0.0,1294.04,2669.84,3007.18,1826.41,65211.4
346,2020-12-12,140186.36,424.6,40064.42,267.77,13343.3,1091.32,1007.8,83.47,645.6,1035.15,176398.4,309.79,450.99,26408.3,0.5,8920.0,3047.91,6192.75,6755.98,1912.95,63556.2
347,2020-12-13,141707.04,674.12,40191.7,587.44,13815.9,1233.77,1180.44,53.33,748.4,1199.41,177123.94,144.7,239.74,26570.9,0.0,370.0,2239.92,4666.11,5238.67,2266.22,65252.1
348,2020-12-14,142136.32,700.59,40183.6,447.48,12798.92,1253.02,1100.76,152.41,695.64,1115.13,177586.52,421.5,633.4,25782.19,0.0,0.0,6163.31,11978.83,13260.05,2065.85,63519.7
349,2020-12-15,142116.38,851.3100000000001,40336.46,434.2,11793.42,1345.94,1099.23,246.73,694.7,1113.66,176894.17,318.53,504.97,25472.6,0.6000000000000001,9540.0,2397.39,5027.91,5652.06,2220.07,63023.8
350,2020-12-16,142949.89,1072.25,40490.47,870.01,13104.79,1495.06,1352.15,142.89,850.2,1362.06,176842.38,235.2,364.94,26385.85,0.0,0.0,5965.82,11730.18,13225.51,2587.03,63965.0
351,2020-12-17,143282.48,745.41,40136.3,563.69,13213.69,1276.88,1165.44,111.4,730.88,1171.37,178789.29,429.47,661.44,25854.8,0.0,0.0,4353.19,8492.49,10030.54,2110.56,63410.5
352,2020-12-18,143720.04,480.18,39835.98,361.58,13652.24,1138.17,1060.68,77.52,662.86,1062.75,180596.81,245.89,404.08,26303.09,0.0,0.0,6599.28,12704.65,13319.31,1967.53,64140.6
353,2020-12-19,143149.88,546.73,39947.97,330.86,13036.76,1169.38,1040.17,129.3,652.71,1046.45,179582.07,351.74,560.25,25183.1,0.0,0.0,6630.67,12901.38,13548.06,1932.38,62555.3
354,2020-12-20,143228.53,480.74,39875.56,183.88,12463.56,1122.89,967.66,155.3,606.7,972.95,180004.01,396.6,600.77,24988.5,0.6000000000000001,7620.0,1890.7,3851.33,4279.31,1867.88,63146.2
355,2020-12-21,143226.38,595.05,39990.29,494.96,13736.2,1190.29,1129.36,60.91,708.46,1135.72,179414.55,351.04,526.9,26463.15,0.3,4320.0,5863.6900000000005,11661.34,12789.62,2016.64,63507.5
356,2020-12-22,142084.46,1616.3,41107.04,1304.87,12498.72,1939.32,1669.35,269.86,1057.07,1691.85,173292.36000000002,511.9,775.86,29312.9,1.7,4860.0,3116.56,6412.46,9735.34,2760.89,61130.0
357,2020-12-23,141915.74,1445.22,40949.35,1423.24,14259.2,1776.75,1757.92,18.81,1114.82,1783.93,173762.21,254.37,398.2,27604.26,7.5,30940.0,1931.24,4056.19,4449.15,2854.44,62643.4
358,2020-12-24,141382.68,940.84,40486.52,623.97,12397.55,1421.5,1213.15,208.38,771.28,1235.91,175549.72,391.75,656.57,33100.9,0.2,3900.0,4268.81,8405.74,11741.81,2306.55,60782.6
359,2020-12-25,142844.89,221.01,39645.8,13.38,12997.39,984.37,890.98,93.4,560.22,898.51,180735.29,204.24,369.78,35540.91,2.2,13930.0,1895.49,3977.52,4617.41,1744.28,61003.2
360,2020-12-26,143238.29,-9.060000000000002,39384.32,-291.42,12522.19,882.43,759.05,123.51,475.51,763.09,182365.01,407.31,628.59,28002.13,0.0,500.0,3277.2200000000003,6576.55,7653.86,1388.42,61669.0
361,2020-12-27,140052.03,133.53,39782.93,-692.34,9495.98,942.11,618.38,323.76,395.87,635.22,177716.61,816.43,1257.35,26664.3,0.0,0.0,1591.74,3159.23,3309.47,1352.85,61169.3
362,2020-12-28,137769.68,243.91,40081.29,-218.63,11507.39,998.1,793.32,204.8,516.92,829.26,174245.44,331.9,520.39,25740.2,1.5,15090.0,3107.83,6148.95,7025.96,1742.68,61887.8
363,2020-12-29,138672.94,240.45,40002.92,78.84,13317.7,997.11,916.66,80.41,593.55,951.83,175343.72,435.14,626.41,27932.54,0.0,390.0,4399.82,8597.47,11156.26,1587.82,62083.4
364,2020-12-30,140492.36,377.5,39992.05,121.18,12691.66,1065.64,935.61,130.13,597.92,958.85,177029.3,334.47,497.97,28153.65,0.0,0.0,4258.26,8308.62,10367.11,1789.97,61786.0
365,2020-12-31,140972.45,269.3,39844.29,-94.33,12030.58,1009.67,838.61,171.03,533.99,856.61,178168.34,260.68,399.71,26638.24,0.0,0.0,3902.74,7595.38,8299.12,1739.34,61860.0
366,2021-01-01,978.24,2.01,276.89,-0.66,82.4,7.06,5.82,1.24,3.71,5.95,1235.71,0.57,1.08,221.3,0.0,0.0,0.0,0.0,0.0,13.48,436.5
